0,-0.6721303940961917,"[0.0013165278160122932, 176, 'softmax', 69, 41, 0.008036798351982299]"
1,-0.6703020686691662,"[0.0003281917943072823, 102, 'softmax', 93, 49, 0.0004815253968961246]"
2,-0.6701081807385386,"[0.00018388141120234894, 162, 'softmax', 65, 10, 0.006087443545275545]"
3,-0.6679058947121373,"[0.009013583023636437, 108, 'softmax', 110, 96, 0.0005601179262142109]"
4,-0.6672324281150159,"[0.001, 100, 'sigmoid', 64, 5, 0.001]"
5,-0.666674498932811,"[0.0027774135318643658, 152, 'sigmoid', 136, 13, 0.009908582697244657]"
6,-0.6663279667023814,"[0.004069893557046939, 119, 'sigmoid', 41, 63, 0.0018234513284482562]"
7,-0.6662431022229667,"[0.0031254974776247185, 173, 'softmax', 176, 24, 0.004771902809957967]"
8,-0.6656497985410234,"[0.00019810812306829794, 105, 'sigmoid', 155, 19, 0.00959937255927948]"
9,-0.6653528287768745,"[0.006455724438014211, 103, 'softmax', 184, 90, 0.00909588963945982]"
10,-0.6636485558348342,"[0.00012141600676770362, 132, 'softmax', 241, 42, 5.656441594932949e-05]"
11,-0.33341673338670935,"[0.0001, 200, 'sigmoid', 256, 100, 0.01]"
